"Task_External_ID__c","Project__c","Deadline__c","Effort__c","Extended_task_description__c","Location_of_the_task__c","Task_expertise__c","Task_status__c","Title__c","Task_created_date__c","Tags__c"
"113","607","2010-12-03","4","Develop new training materials and/or compile existing training materials.

On the basis of a training program, the task at hand is to gather the appropriate training materials. This involves both compiling existing materials where available and developing new materials appropriate for the users needs, taking into account local conditions.","At the training centre in Kampala and online.","Education","realized","Development and/or compilation of training materials.","2010-11-23","ict, mobile, web 2.0, training, social media, "
"111","560","2010-11-25","4","Ontwikkelen en ontwerpen van brochure en huisstijl voor Afri-Car Academy

De poorten van Afri-Car Academy gaan begin volgend jaar open. Om klanten en studenten te werven, hebben we folders nodig en een huisstijl die in alle uitingen kan worden doorgevoerd. 
Het logo is er, nu de rest nog! Wie kan en wil ons hiermee helpen? Je kunt hier echt je ei in kwijt als je het leuk vindt om hierin mee te denken en te ontwikkelen van A-Z.","Thuis, op kantoor, op een plek waar jij lekker werkt","Design","realized","Brochure, look & feel voor Afri-Car Academy","2010-11-15","huisstijl, brochure, ontwerp, "
"110","522","2010-11-23","4","Wij zijn op zoek naar iemand die zo'n 80 prachtige kettingen gemaakt door Oegandese vrouwen wil verkopen om deze Oegandese vrouwen te ondersteunen.

Wij van Hope Alive Uganda ondersteunen een vrouwengroep die Ugandese sieraden maken. Zij maken die sieraden van prachtig gekleurd papier die ze lakken en waarvan ze kralen maken en in hun kettingen verwerken. De kettingen kunnen verkocht worden voor 5 euro per stuk, wij willen dit bedrag volledig aan de vrouwen terug kunnen geven.Toen ik in mei terugkwam uit Oeganda heb ik een grote voorraad meegenomen en de voorraad is op dit moment erg groot: we hebben nu nog zo'n 1200 kettingen op voorraad die verkocht kunnen worden. We zeggen ""het verkopen van 80 kettingen"" omdat dit het misschien overzichtelijk maakt om mee te beginnen. Meer in overleg is altijd mogelijk gezien de grote voorraad die we nu hebben! Wij willen ze verkopen zodat we deze vrouwen daarmee kunnen ondersteunen in hun dagelijks bestaan en om weer nieuw materiaal te kunnen kopen om door te gaan met sieraden maken. Wie wil helpen om deze 80 kettingen te verkopen of om een plek te vinden waar ze snel de winkel uit zullen vliegen? De gehele opbrengst gaat volledig naar de vrouwen!","Thuis, in eigen woonplaats, in eigen netwerk","Social Work","realized","Het verkopen van 80 Ugandese kettingen - deel 6","2010-11-13","vrouwen kralen oeganda, "
"109","522","2010-11-20","4","Wij zijn op zoek naar iemand die een lessenreeks van 3 lessen wil ontwikkelen voor 6 - 10 jarigen over hiv/aids

Hope Alive Uganda heeft altijd workshops gegeven voor de jeugd van middelbare scholen over hiv/aids.

We willen ook de jongere kinderen gaan betrekken in ons trainingsprogramma en een hen een uitdagende en speelse lessenreeks bieden over hiv/aids.

We zijn op zoek naar iemand die een lessenserie van 3 lessen wil ontwikkelen, inclusief lesmateriaal voor 6 - 10 jarigen over hiv/aids.

Drama, kunst en muziek mogen hier onderdeel van uitmaken.","thuis","Education","realized","Lessenreeks over hiv/aids voor 6 - 10 jarigen","2010-11-10","jeugd kisozi oeganda hiv/aids, "
"108","522","2010-11-18","4","Wij zijn op zoek naar iemand die een mooi logo kan ontwerpen voor Hopepads, herbruikbaar maandverband

Hope Alive Uganda start begin 2011 een nieuw project voor vrouwen in Jinja.  Er wordt een naaiatelier geopend waar vrouwen herbruikbaar maandverband zullen gaan maken en dat aan vrouwen, meisjes, scholen, ziekenhuizen en winkels zullen verkopen.  Herbruikbaar maandverband is gemaakt van zachte stof, dat uitwasbaar is en meerdere keren gebruikt kan worden.  Het herbruikbaar maandverband zal samen met een speciaal meeneemzakje geleverd worden.  Op het naaiatelier en ook op het meneemzakje wil Hope Alive Uganda een logo aanbrengen: Hopepads.  Wie kan hier een mooi logo bij maken?","thuis, achter de computer","Design","realized","Een logo ontwerpen voor Hopepads","2010-11-08","vrouwen herbruikbaar maandverband oeganda, "
"107","522","2010-11-18","4","Wij zijn op zoek naar iemand die zo'n 80 prachtige kettingen gemaakt door Oegandese vrouwen wil verkopen om deze Oegandese vrouwen te ondersteunen.

Wij van Hope Alive Uganda ondersteunen een vrouwengroep die Ugandese sieraden maken. Zij maken die sieraden van prachtig gekleurd papier die ze lakken en waarvan ze kralen maken en in hun kettingen verwerken. De kettingen kunnen verkocht worden voor 5 euro per stuk, wij willen dit bedrag volledig aan de vrouwen terug kunnen geven.Toen ik in mei terugkwam uit Oeganda heb ik een grote voorraad meegenomen en de voorraad is op dit moment erg groot: we hebben nu nog zo'n 1200 kettingen op voorraad die verkocht kunnen worden. We zeggen ""het verkopen van 80 kettingen"" omdat dit het misschien overzichtelijk maakt om mee te beginnen. Meer in overleg is altijd mogelijk gezien de grote voorraad die we nu hebben! Wij willen ze verkopen zodat we deze vrouwen daarmee kunnen ondersteunen in hun dagelijks bestaan en om weer nieuw materiaal te kunnen kopen om door te gaan met sieraden maken. Wie wil helpen om deze 80 kettingen te verkopen of om een plek te vinden waar ze snel de winkel uit zullen vliegen? De gehele opbrengst gaat volledig naar de vrouwen!","Thuis, in eigen woonplaats, in eigen netwerk","Social Work","realized","Het verkopen van 80 Ugandese kettingen - deel 5","2010-11-08","vrouwen kralen oeganda, "
"105","338","2010-11-13","4","Catharinafonds heeft een nieuwe website www.catharinafonds.nl. Die is tweetalig, en de  Nederlandse versie moet omgezet worden in het Engels. Wie wil zich daar op storten??

Op dit moment is ongeveer een kwart van de pagina's vertaald; bij elkaar is de schatting dat het gaat om 10.000 woorden die vertaald moeten worden. Dat hoeft niet in een keer, maar kan ook gespreid over zeg een maand gebeuren, dus pagina voor pagina. 

Na aanlevering van de vertaalde delen vindt controle plaats door onze eigen locale partners in Namanga. 

Tegenprestatie is vermelding op de site als vertaler. En de uitnodiging als vrijwilliger naar Namanga te gaan en daar de scholen te ondersteunen; we hebben daar ter plekke aantrekkelijke afspraken over gemaakt.","op afstand, je kunt het zelf thuis doen","Translating / Writing","realized","Vertaling website","2010-11-03","vertaalwerk nederlands engels catharinafonds steun onderwijs namanga, "
"101","535","2010-10-23","4","Het plaatsen van ondertiteling onder onze documentaire.

We hebben een documentaire opgenomen over onze breakdanceschool, hip-hop centrum in Guatemala Stad. Om deze documentaire in Nederland te kunnen gebruiken ter promotie en als voorlichting, moet de documentaire vertaald en ondertiteld worden. We dragen de documentaire uiteraard in een werkbaar formaat aan. Indien de Spaanse taal een groot probleem is zou ik het kunnen vertalen en gaat het alleen om het ondertitelen. 
Duur van de documentaire: 18 minuten","Nederland","Photo / Video","realized","ondertiteling bij documentaire","2010-10-13","video, ondertiteling, vertalen, documentaire, computer, "
"100","522","2010-10-20","4","Wij zijn op zoek naar iemand die zo'n 80 prachtige kettingen gemaakt door Oegandese vrouwen wil verkopen om deze Oegandese vrouwen te ondersteunen.

Wij van Hope Alive Uganda ondersteunen een vrouwengroep die Ugandese sieraden maken. Zij maken die sieraden van prachtig gekleurd papier die ze lakken en waarvan ze kralen maken en in hun kettingen verwerken. De kettingen kunnen verkocht worden voor 5 euro per stuk, wij willen dit bedrag volledig aan de vrouwen terug kunnen geven.Toen ik in mei terugkwam uit Oeganda heb ik een grote voorraad meegenomen en de voorraad is op dit moment erg groot: we hebben nu nog zo'n 1500 kettingen op voorraad die verkocht kunnen worden. We zeggen ""het verkopen van 80 kettingen"" omdat dit het misschien overzichtelijk maakt om mee te beginnen. Meer in overleg is altijd mogelijk gezien de grote voorraad die we nu hebben! Wij willen ze verkopen zodat we deze vrouwen daarmee kunnen ondersteunen in hun dagelijks bestaan en om weer nieuw materiaal te kunnen kopen om door te gaan met sieraden maken. Wie wil helpen om deze 80 kettingen te verkopen of om een plek te vinden waar ze snel de winkel uit zullen vliegen? De gehele opbrengst gaat volledig naar de vrouwen!","Thuis, in eigen woonplaats, in eigen netwerk","Social Work","realized","Het verkopen van 80 Ugandese kettingen - deel 4","2010-10-10","vrouwen kralen oeganda, "
"99","522","2010-10-04","4","Wij zijn op zoek naar iemand die zo'n 80 prachtige kettingen gemaakt door Oegandese vrouwen wil verkopen om deze Oegandese vrouwen te ondersteunen.

Wij van Hope Alive Uganda ondersteunen een vrouwengroep die Ugandese sieraden maken. Zij maken die sieraden van prachtig gekleurd papier die ze lakken en waarvan ze kralen maken en in hun kettingen verwerken. De kettingen kunnen verkocht worden voor 5 euro per stuk, wij willen dit bedrag volledig aan de vrouwen terug kunnen geven.Toen ik in mei terugkwam uit Oeganda heb ik een grote voorraad meegenomen en de voorraad is op dit moment erg groot: we hebben nu nog zo'n 1500 kettingen op voorraad die verkocht kunnen worden. We zeggen ""het verkopen van 80 kettingen"" omdat dit het misschien overzichtelijk maakt om mee te beginnen. Meer in overleg is altijd mogelijk gezien de grote voorraad die we nu hebben! Wij willen ze verkopen zodat we deze vrouwen daarmee kunnen ondersteunen in hun dagelijks bestaan en om weer nieuw materiaal te kunnen kopen om door te gaan met sieraden maken. Wie wil helpen om deze 80 kettingen te verkopen of om een plek te vinden waar ze snel de winkel uit zullen vliegen? De gehele opbrengst gaat volledig naar de vrouwen!","Thuis, in eigen woonplaats, in eigen netwerk","Social Work","realized","Het verkopen van 80 Ugandese kettingen - deel 3","2010-09-24","vrouwen kralen oeganda, "
"96","119","2010-10-01","4","Design/develop t-shirts: nice to give away and cool to receive

Design and possibly help to produce (find a producer for) the t-shirts of the foundation. T-shirts to wear during promotion or/and to give away as a present/thank you to people who support us. 
Requirement: they have to be cool and make sense.","any","Design","realized","T-shirts design","2010-09-21","textile, production, cool, visibility, promotion, marketing, design, merchandise, t-shirt, "
"95","526","2010-09-30","4","Niketan zoekt iemand die aan de hand van wensen van de stichting een website kan bouwen en ontwikkelen.

Niketan bestaat 13 jaar en is in de loop van de jaren een volwassen PI geworden. De website van NIketan is in de afgelopen jaren niet meegegroeid. Daarom zijn we op zoek naar iemand die voor ons een website kan maken. Doel van de website is het werven van fondsen, een donatiemodule is dus gewenst. Verder willen we niet afhankelijk blijven van iemand en moet het dus makkelijk zijn om zelf  nieuwe content toe te voegen op de site.
Interesse??? Laat het ons weten.","Niketan is gevestigd in Pijnacker, maar de website kan natuurlijk overal gemaakt worden.","Webdevelopment","realized","design en bouwen van nieuwe Niketan website","2010-09-20","bouwen, ontwikkelen, website, webontwikkeling, design, "
"94","119","2010-09-22","4","Vertaling van het Beleidsplan en Marketingplan van de stichting (NL -EN)

Vertaling van het Beleidsplan en Marketingplan van de stichting (NL -EN)
Beide documenten bevatten 19 en 17 pagina's resp.
Timeframe: ongeveer 4 weken - 5 weken","Thuis","Translating / Writing","realized","Vertalen docs van de stichting NL - EN","2010-09-12","nederlands, vertaling, engels, documentatie, vertalen, tekst, "
"93","522","2010-09-19","4","Wij zijn op zoek naar iemand die voor ons een mooie folder kan ontwerpen

Hope Alive Uganda is op zoek naar iemand die een mooie folder voor de stichting kan ontwerpen.

We willen graag een folder van het volgende formaat: een A4, dubbelgevouwen en op 4 kanten bedrukt met informatie over de stichting.

We willen de folder graag af kunnen drukken zodat we deze tijdens voorlichting op scholen, in kerken enz. aan mensen uit kunnen delen.

In de folder willen we graag informatie over de projecten die we runnen, wat fotomateriaal erbij, contactinformatie etc.  Veel informatie is op onze website te vinden (www.hopealiveuganda.org) evenals fotomateriaal.  We willen ook graag informatie en fotomateriaal toesturen.

We zijn op zoek naar iemand die de folder in het Nederlands wil maken.","thuis","Design","realized","Een folder ontwerpen voor Hope Alive Uganda","2010-09-09","folder oeganda, "
"91","522","2010-09-17","4","Wij zijn op zoek naar iemand die voor Hope Alive Uganda een prachtige powerpoint presentatie kan maken te gebruiken voor voorlichtingsactiviteiten

Hope Alive Uganda is op zoek naar iemand die voor ons een mooie powerpoint presentatie kan maken die wij kunnen gebruiken voor onze voorlichtingsactiviteiten.

Wij willen vanaf half oktober starten met het geven van presentaties over onze stichting en ons werk in Oeganda.  Dit willen wij gaan doen in kerken, op scholen, voor vrouwengroepen enz.

Hope Alive Uganda heeft geen mooie powerpoint presentatie die helemaal up to date is.  

Dus...wij vragen een creatief iemand de krachten met ons te bundelen zodat we vanaf half oktober weer helemaal up to date zijn.

We zullen fotomateriaal en informatie en dergelijke aanleveren!","thuis","Marketing / PR","realized","Een powerpoint presentatie maken","2010-09-07","powerpoint oeganda, "
"88","526","2010-09-01","4","Niketan zoekt een vrijwilliger die van de bestaande foto's een mooie pakkende powerpoint kan maken als voorlichtingsmateriaal.

Niketan zoekt een vrijwilliger die van de bestaande foto's een mooie pakkende powerpoint kan maken als voorlichtingsmateriaal. De vrijwilliger heeft tijd om zich te verdiepen in Bangladesh en in het werk van Niketan. De vrijwilliger kan zelfstandig werken.","kan vanuit huis gemaakt worden","Design","realized","Gezocht: ontwerper voor maken powerpointpresentatie","2010-08-22","powerpoint, voorlichting, presentatie, "
"84","222","2010-08-03","4","Ondersteuning bij het schrijven van nieuwe subsidie-aanvragen, met een beetje hulp van een professionele tekstschrijver kunnen we wellicht nog beter voor het voetlicht komen

Sinds 2005 schrijft onze fondsenwerver projectplannen en heeft er intussen dus wel wat ervaring in. Maar zij heeft geen opleiding daarin en kan dus wel wat hulp gebruiken. Bovendien worden de eisen van de kant van de subsidiegevers ook steeds hoger, waardoor er nogal wat wordt verwacht om een goed plan te schrijven. Als u haar daarbij kan helpen, zou prachtig zijn!","via internet/email","Writing proposals","realized","(Her)schrijven van bestaand projectplan voor subsidie aanvraag","2010-07-24","subsidie aanvraag projectplan, "
"81","381","2010-08-02","4","We are looking for someone that can help us with a catchy name for our crafts business and who can create  a logo for that business

Hope Alive Uganda runs several projects, including a crafts project to support two women's groups in Jinja, Uganda.

Hope Alive Uganda is now thinking of expanding this project, supporting several groups that make different crafts.

We want to continue supporting the women's groups but in a bit more professional way.  That means we would like to expand the number of products we can offer to customers.   It also means we would like to create a catchy name for the crafts business.  And apart from that we would like to create a logo for that.

We are looking for a creative person who can come up with a very catchy name and design a logo for this business.

Hope Alive can still be part of the name of this business, though a totally new name for this branch could be appealling as well.   

The first step would be a name for the crafts business and the second step would be to design a nice logo.","at home","Design","realized","A name and a logo for HAU's crafts business","2010-07-23","crafts uganda logo design, "
"77","381","2010-06-24","4","We are looking for people that can collect nice patterns of different kinds of bags and make a sort of booklet with patterns of bags.

Hope Alive Uganda has set up a tailoring project for women.

The women working in this tailoring project have received a training and are making schooluniforms.  They are going to expand it and make reusable sanitary towels, clothes and bags.

We are looking for someone that can search the internet for all kinds of nice patterns of bags and collect those digitally and make a sort of booklet of it (a word document).

Hope Alive Uganda will print this booklet with patterns for the women working in the tailoring project, so that they can start making all kinds of nice bags and sell them to generate income.  It would be nice for the women to have all kinds of nice, funny, creative examples that can inspire them.","At home","Social Work","realized","A booklet with patterns of bags","2010-06-14","kisozi women tailoring bags, "
"74","242","2010-05-31","4","begeleiden van een groep lokale bouwvakkers op lokatie in Nepal voor 3 maanden

De persoon mag een aannemer zijn, ook een vutter, met veel praktijkkennis, kan ook een net afgestudeerde HBO'er zijn van de studierichting bouwkunde die een uniek project op zijn CV wil zetten. Bouwtekening en bestek maken, kennis van bouwmaterialen, leidinggeven aan de groep metselaars, werkzaamheden coordineren, overzicht houden, etc. Ik zal ten alle tijde zelf aanwezig zijn als taal- en cultuur-brug. 

Bouw van 2 gebouwtjes: Eén wordt een atelier voor een handjevol vrouwen die educatieve materialen maken. Eén wordt een mediatheek met een tiental computers en boekenkasten voor volwassenonderwijs en onderwijs voor moeilijk lerende kids.
Op één bovenverdieping willen we een kantoortje inrichten voor de organisatie. Op de andere bovenverdieping denken we aan een gastenverblijf voor gastdocenten, stagiairs, vrijwilligers, etc.","Nepal, in een dorpje genaamd Serachour vlakbij de stad Pokhara in midden Nepal","Architecture","realized","BEGELEIDEN BOUW ATELIER EN MEDIATHEEK","2010-05-21","nepal, bouwkunde, bouw, "
"73","320","2010-05-30","4","Een DIM-er die creatief meedenkt om tot een succesvol business model te komen voor Streetkids Engineering

Co-Creation is een innovatieve methodiek om in ‘collaboration’ met experts uit verschillende gebieden tot creatieve oplossingen te komen, die zonder deze ‘collaboration’ nooit tot stand gekomen zouden zijn. Jouw expertise is van grote waarde voor het oplossen van één van de cases (op het gebied van o.a. PR, Marketing, websites en design kennis) op de Co-Creation Thursday. 
Naast de kans om je in te zetten voor het goede doel is dit dus ook een leuke mogelijkheid om met bijzondere experts uit verschillende industrieën samen te werken en je netwerk verder uit te breiden. 
De uitdaging op deze dag is om niet alleen tot ideeën te komen, maar deze ook daadwerkelijk al uit te voeren!

We willen graag voor een jaar een team aan ons binden met experts, die meedenken over een succesvol business model voor Streetkids Engineering. Zodat de straatjongeren in Kenia een kans krijgen om te worden opgeleid tot automonteur en dat dit project inkomsten gaat genereren en zelfstandig kan voortbestaan.","Amsterdam @accenture","Economy / Business","realized","We zoeken een DIM-er= iemand die kan ‘Denken In Mogelijkheden’","2010-05-20","webdesign, professional, website, afri-can foundation, kenia, monteur, creatief, creator, ondernemer, afri-can, expert, straatjongeren, garage, verkoop, ondernemerschap, marketing, business strategy, streetkids, "
"71","441","2010-05-30","4","Formulering van een goede marktpropositie voor NSA Sport & Ontwikkelingssamenwerking waarmee andere fondsen en sponsoren aangetrokken kunnen worden naast de huidige subsidiestromen.

De NSA ondersteunt projecten op het gebied van sport & ontwikkelingssamenwerking in een vijftal landen (Suriname, Burkina Faso, Kenia, Indonesië en Zuid-Afrika). De NSA wil de aankomende periode intensiever inzetten op fondsenwerving onder bedrijven en particulieren voor deze projecten, maar heeft op dat front nog een aantal ontwikkelingsvragen.
De hoofdondersteuningsvraag is: Hoe kan NSA een goede marktpropositie formuleren waarmee andere fondsen en sponsoren aangetrokken kunnen worden naast de huidige subsidiestromen?
Deze valt uiteen in verschillende subvragen:
•	Wat is de meest effectieve communicatieboodschap om deze markten aan te spreken? 
•	Hoe effectief is huidige huis- & communicatiestijl (hoe kan het nog aansprekender)?
•	In de externe communicatie alles profileren als NSA-projecten of juist de uniciteit en de rol van de verschillende partners in de landen benadrukken?
•	Hoe kan er effectiever gebruik worden gemaakt van de bestaande communicatiekanalen (website + nieuwsbrieven), aangevuld met nieuwe communicatiekanalen (1%CLUB, twitter)
•	Hoe kunnen er meer bezoekers getrokken worden naar de huidige website?
•	Welke andere middelen kunnen er nog meer worden ingezet?","Hoofdkantoor Accenture","Marketing / PR","realized","Formulering marktpropositie NSA","2010-05-20","communicatie, strategie, marketing, fondsenwerving, "
"70","265","2010-05-29","4","Het breder op de markt brengen van de honing producten in Ghana en omgeving

Op dit moment is de vraag groter dan het aanbod van de honing die CPYWD en onze deelnemers produceren. De komende jaren zal de honing productie echter toenemen. Daarom zijn we op zoek naar lucratieve manieren om de honing breder op de markt in Ghana en omgeving te brengen. Wanneer we voldoen aan kwaliteitshoning en de honing ook nog eens mooi verpakt is, kan de honing voor een hogere prijs verkocht worden. 
Taak: 
1.	label ontwikkeling en verpakking van de honing: 
- Mensen/bedrijven zoeken die dit willen ontwerpen en/of hier in willen investeren.
- Hoe kunnen we de bijenproducten aantrekkelijk en onderscheidend maken? Wie kan ons hier in ondersteunen?
2. Strategie plan maken om de honig in Ghana en omgeving grootschalig op de markt te brengen. Breder dan ook lokale markt, maar ook nationaal en richting buurtlanden. Denk hierbij aan hotels, restaurants, bedrijven, NGO's, scholen (school feeding programs)
- het aanboren van markten in Ghana, zoals winkels, hotels, restaurants, bedrijven, NGO’s)
- hoe om te gaan met concurrentie? 
- prijsbepaling van de honing. De kwaliteit van onze honing is hoger dan ‘wilde honing’. Dus als we onze honing verkopen aan grotere bedrijven die honing inkopen, maar tegen dezelfde prijs als wilde honing, is dit niet gunstig voor ons. Hoe bepalen we onze prijs die betaalbaar zou moeten zijn voor de lokale bevolking en tegelijkertijd ook winstgevend is voor de deelnemers en organisatie?","12 JUNI: BRAINSTORM SESSIE IN HAARLEM VOOR COUNTERPARTNERS EN MENSEN DIE VANUIT ZIJN/HAAR EXPERTISE WILLEN MEEDENKEN

Nederland, Young professional evenement, vanuit thuis, omgeving Haarlem, indien ","Marketing / PR","realized","Hoe brengen we onze honing breder op de markt in Ghana en omgeving?","2010-05-19","duurzaam ondernemerschap, exploreren, vrouwen, creativiteit, organische bijenteelt, innovatief, ontwerpen, ludiek, ecologische landbouw, marketing, "
"69","373","2010-05-29","4","Wij zijn op zoek naar iemand die voor ons in kaart wil brengen wat de mogelijkheden zijn om vaste inkomsten te generen voor onze stichting

Wij vinden het als kleine stichting lastig om vaste inkomsten te garanderen voor ieder jaar. Ook zijn de inkomsten niet gelijkmatig verdeeld over het jaar, waardoor het bij een doorlopend project lastig is dat draaiend te houden. Onze vraag is hoe we dat kunnen oplossen. 
-Een van de zaken die we zelf hebben bedacht is het werven van vaste (particuliere) donateuren, maar dat is niet zo makkelijk gebleken. We hopen op goede ideeën van jullie kant hierover!
-Een ander idee is nog om bedrijven te vragen ons geld te lenen, die wij dan in 10 jaar tijd terugbetalen en waarvan de renteopbrengst eventueel ook naar SYPO zou gaan. We zijn benieuwd wat jullie hiervan vinden en hoe je dit het beste kunt brengen aan bedrijven.

Sypo krijgt nu geld van grote sponsoren mn in de zomer (omdat de aanvragen dan pas bekeken zijn). Verder hebben we tot nu toe 35 vaste donateurs, maar krijgen we meer losse giften. Ook halen we geld op met bijvoorbeeld een benefietdiner voor SYPO en dergelijke, maar ook die zaken vinden mn in de zomer plaats. 
Als we een betere vaste inkomstenbron hebben, kan het yoghurtproject gelijkmatig worden uitgebreid en komen er steeds meer weeskinderen in gezinnen terecht!","Er kan vanuit huis worden gewerkt. Er kan ook worden meevergaderd met de sponsorgroep van SYPO. De vergaderingen zijn meestal in Utrecht.","Marketing / PR","realized","Een vaste inkomstenbron voor je stichting: hoe doe je dat?","2010-05-19","donoren, marketing, sponsoren, "
"68","366","2010-05-29","4","Wat moet Ipauratu doen om haar potentiële donateurs (directe contacten +/- 600) nog beter te boeien en binden met als doel het converteren naar donateurs?

Stichting mijn huis in Ipauratu (http://www.ipauratu.org) zet zich in om de leefomstandigheden in het dorp Paluato Colombia te verbeteren. Dit doet zij door voor de korte termijn te voorzien in eerste levensbehoeften. Op de lange termijn wille we ervoor zorgen dat de mensen in hun eigen levensonderhoud kunnen voorzien. De doelstelling wordt gerealiseerd door:
•	Het bieden van basisvoorzieningen zoals voedsel, medische zorg en educatie.
•	Het ondersteunen van lokale initiatieven door het verstrekken van financiële 
	middelen of goederen.
•	Het creëren van werkgelegenheid.
•	Het creëren van bewustzijn en het genereren van steun in Nederland en Colombia.
De nadruk voor de komende jaren ligt op het mogelijk maken van onderwijs. Onze visie is dat onderwijs de eerste stap naar een beter leven is. We hebben een oude boerderij opgeknapt en deze dient nu als school voor de kleuters van het dorp. Aankomende jaren gaan we de kleuterschool verder professionaliseren en uitbreiden, zodat er nog meer kinderen uit het dorp onderwijs kunnen genieten.

Ipauratu is een kleine organisatie met een uitvoeringsvestiging in Colombia en een vestiging in Nederland die zorgt voor een deel van de financiering (o.a. werven donateurs)

Probleem- vraagstelling
Een van de belangrijkste reden van het geven aan kleine initiatieven is betrokkenheid. De donateurs zijn veelal vrienden, kennissen, zakenrelaties en vrienden van vrienden. (Delphi onderzoek motivatie en geefgedrag kleinschalige particuliere initiatieven in de goede doelen branche - mei 2006)

Wat moet Ipauratu doen om haar potentiële donateurs (directe contacten +/- 600) nog beter te boeien en binden met als doel het converteren naar donateurs.

Lever een communicatieplan op waarin opgenomen is:
•	Welke media beschikbaar zijn.
•	Welke media(mix) ingezet moeten worden?
•	Wat de criteria zijn geweest om tot deze set van media te komen.
•	Aan welke informatie behoefte is vanuit de donateurs.
•	Wat de Gap is tussen de huidige informatie de gewenste.
•	Wat de tone of voice moet zijn 
•	Wat de Gap is tussen de huidige tone of voice en de gewenste.
•	Een roadmap waaruit duidelijk wordt waar de hoogste prioriteiten liggen.
De markt van kleine particuliere initiatieven is sterk groeiende waardoor de concurrentie groot is. Zorg voor duidelijk onderscheidend vermogen t.o.v. de concurrentie.


Wat doen we al
•	Website toegespitst op actualiteit. Wekelijks een artikel
•	Facebook fanpage gekoppeld aan de artikelen van de website
•	Twitter: gekoppeld aan de artikelen van de website
•	Face to Face zoveel mogelijk bij onze potentiële donateurs de stichting onder de aandacht brengen.","nvt","Marketing / PR","realized","Vrienden, kennissen, zakenrelaties boeien en binden","2010-05-19","media, communicatieplan, communicatie, relaties bouwen, "
"67","85","2010-05-29","4","Wij zijn op zoek naar iemand die zo'n 80 prachtige  kettingen gemaakt door Oegandese vrouwen wil verkopen om deze Oegandese vrouwen te ondersteunen.

Wij van Hope Alive Uganda ondersteunen een vrouwengroep die Ugandese sieraden maken. Zij maken die sieraden van prachtig gekleurd papier die ze lakken en waarvan ze kralen maken en in hun kettingen verwerken. De kettingen kunnen verkocht worden voor 5 euro per stuk, wij willen dit bedrag volledig aan de vrouwen terug kunnen geven. Op zaterdag 15 mei jl. ben ik weer terug gekomen uit Oeganda en de voorraad is op dit moment erg groot: we hebben zo'n 2000 kettingen op voorraad die verkocht kunnen worden.  We zeggen ""het verkopen van 80 kettingen"" omdat dit het misschien overzichtelijk maakt om mee te beginnen.  Meer in overleg is altijd mogelijk gezien de grote voorraad die we nu hebben! Wij willen ze verkopen zodat we deze vrouwen daarmee kunnen ondersteunen in hun dagelijks bestaan en om weer nieuw materiaal te kunnen kopen om door te gaan met sieraden maken. Wie wil helpen om deze 80 kettingen te verkopen of om een plek te vinden waar ze snel de winkel uit zullen vliegen? De gehele opbrengst gaat volledig naar de vrouwen!","Thuis, in eigen woonplaats, in eigen netwerk","Social Work","realized","Het verkopen van 80 Ugandese kettingen - deel 2","2010-05-19","vrouwen kralen oeganda, "
"66","354","2010-05-17","4","Het vertalen van de teksten op onze website van het Nederlands naar het Engels en naar het Spaans.

Onze website is nu beschikbaar in het Nederlands en een klein gedeelte in het Spaans. We zouden graag de volledige website in het Engels, Spaans en Nederlands beschikbaar hebben zodat onze partners in Uruguay ook kunnen volgen wat we in Nederland doen.","Overal mogelijk!","Translating / Writing","realized","Vertalen van de website in Spaans","2010-05-07","website, engels, schrijven, vertalen, spaans, "
"62","282","2010-05-13","4","We zoeken een 1`%lid dat ons wil helpen met de vertaling van de teksten van onze (binnenkort vernieuwde) website én ons jaarverslag 2009 in het Engels zou willen vertalen

We zijn bezig met onze website te vernieuwen. Er komen korte bondige teksten op te staan. Nu zouden we zo dolgraag een Engelse versie van de website willen hebben, maar wie, oh wie wil ons helpen de teksten te vertalen?
We hebben ons jaarverslag 2009 gereed. Ook dit verslag zouden we zo graag in een Engelse versie willen helpen, met het oog op fondsenwerving in het buitenland. Wie zou ons willen helpen?","We zijn gevestigd in Mook (Lb) maar de taak is overal c.q. vanuit huis te realiseren.","Translating / Writing","realized","Engelse vertaling teksten nieuwe website en jaarverslag Stichting Kinderhulp Bodhgaya","2010-05-03","jaarverslag, website, "
