"Project_Budget_External_ID__c","Project__c","Costs__c","Description__c"
"34371","1356","1500.00","Transport naar Mali"
"34372","1356","500.00","Transport in Mali"
"43096","561","5000.00","Gereviseerde Rotatie oven diesel olie brander"
"41476","441","2500.00","Community Trophy voor één van de stammen: Graanmolen"
"44511","1401","200.00","Cement"
"44512","1401","390.00","Tegels"
"44513","1401","35.00","Verf"
"44514","1401","110.00","Transportkosten"
"44515","1401","45.00","Binnendeur"
"44516","1401","100.00","Buitendeur"
"43737","820","7962.00","Inrichting les- en instructielokaal met tafels en stoelen, computers, printers, flipover, etc."
"43773","523","5000.00","400m2 plafondschroten inclusief arbeidskosten"
"44520","1401","50.00","Ventilator"
"44521","1401","30.00","Aankleding"
"44522","1401","135.00","Flyers en folders"
"44525","1401","136.00","Cursus Productontwikkeling voor Crafters"
"44526","1401","46.00","Administratie, bestaande uit kasboeken, registratiemappen, bonboekje, rekenmachine"
"44527","1401","190.00","Onvoorzien"
"33146","1031","4488.00","Trombocyten schudder + incubator, Merk Presvac/APL48L=AP48LT. Te leveren door PT.Prima Alkesindo Batam"
"44616","1651","1500.00","5 Drip irrigation kits X 300"
"44617","1651","300.00","1 session  x 300"
"44618","1651","250.00","5 Seedlings seedling packs x 50"
"44619","1651","300.00","1 Transport hire x 300"
"44620","1651","300.00","3 Field Staff Salaries Allowances x 100"
"44665","1622","2125.00","Computers& Accessories (8*265.6)"
"44666","1622","625.00","Furniture for ICT Centre (8*78.13)"
"44667","1622","500.00","Project Monitoring and Administration (5*100)"
"44757","1575","2970.00","Aanschaf diverse soorten ballen € 500,00 (15 stuks); 10 slagbalsets € 250,00; 2 complete volleybalsets € 300,00; 2 korfbalsets € 1100,00; 4 voetbaldoeltjes € 300,00; 40 pionnen € 400,00; 4 rollen afzetlint € 120,00"
"44758","1575","2000.00","Vergoeding 2 leerkrachten à € 25,00 per persoon per week x 40 weken"
"44759","1575","550.00","Leerboekjes en schrijfgerei"
"44853","1628","140.00","Electricity meter"
"42690","1289","250.00","Bouwmateriaal voor de nieuwe school in oeganda."
"44846","1688","2000.00","Transparent Ruler	12	150	1800
80 Leaves exercise book	24	300	7200
1 Box Blue Pen	01	2500	2500
1 Box red pen	01	2500	2500
HB Pencil	24	100	2400
Pencil sharpener	12	150	1800
Bold Markers Blue	12	200	2400
Eraser	12	150	1800
Chalk Box	12	3000	36000
F"
"44847","1688","500.00","Machettes	12	3500	42000
Hoes	12	2000	24000
Machette Files	12	1000	12000
Measuring Rope	12	200	2400
Diggers	12	3000	36000"
"44848","1688","1500.00","Office fan	01	25000	25000
Electric Distributors	03	2000	6000
Plastic Floor Carpet	15	1200	18000
Office Tables	02	10000	20000
Table Chairs	02	5000	10000"
"44864","1691","960.00","240 students * 4 (stationary & hand outs)"
"44865","1691","450.00","1 * 450 Projector & Course Design"
"44866","1691","400.00","4 motivational speakers * 100 (Compensation)"
"44867","1691","500.00","1000 (kilometres a year) * 0,50 (AA rate)"
"44868","1691","4800.00","1 * 4800 Trainer for 1 year"
"44869","1691","500.00","1 * 500 Source & start train local"
"44870","1691","80.00","1 * 80 (Phone, Internet, Extra Materials)"
"44292","944","868.00","Books, Rent for venue"
"44528","910","200.00","10 camels	Vet drugs (materials)"
"44529","910","1000.00","5 community animals health workers	Assistance of SIP staff and community animals workers ."
"44530","910","800.00","10 families	Training of one family on camel"
"44531","910","3000.00","10 camels	Purchasing of camel"
"44578","1564","150.00","Aanschaf gereedschap, nodig om de watervoorziening aan te leggen"
"44579","1564","50.00","Communicatie Nederland - Gambia"
"44580","1564","600.00","Materialen om elektriciteit verder aan te leggen (pijpen, fittings etc.)"
"44581","1564","1000.00","Watertank"
"44582","1564","1200.00","Zonnepanelen"
"38085","1481","4800.00","Per student zijn de kosten €400, in totaal 12 studenten."
"41763","1431","200.00","Desks, blackboard"
"41764","1431","600.00","Wood construction material"
"37322","1240","350.00","Buitenkant schilderen  R 3500"
"37323","1240","750.00","*Grond buiten egaliseren.   100 cement zakken a R 75"
"37324","1240","165.00","Muur pleisteren R 1650"
"37325","1240","75.00","Wc’s
*Wasbak wc R 180 per stuk
*Kraantjes  R 199.50 per stuk"
"37326","1240","125.00","Babykamer:
*Tegelvloer in babykamer  R 1125
*Cement voor tegelen R 125"
"37327","1240","164.00","Voorraadhok
Stenen R 550
* Deur R 550
* Slot R 102, 
* kozijn: R265"
"37328","1240","122.00","Kantoor
*Nieuwe ramen in het kantoor. 3x R300
*Glas voor in ramen R 323"
"37329","1240","200.00","Gat buiten volstorten en gelijk maken R 2000.00"
"43441","1614","20.00","7. Overig"
"43442","1614","90.00","6. Transactiekosten"
"43443","1614","170.00","Palen, scharnieren, spijkers
Drainage
Beplanting"
"43444","1614","30.00","5. Beveiliging en bescherming
Omheining met hekwerk"
"43445","1614","1000.00","4. Pompinstallatie
Beton
Drainagekanaal
5000 bakstenen
25 pakken cement
2 trucks met zand
dekselplaat gewapend beton
Handpomp
Balken, scharnieren, spijkers
Analyse tests"
"43446","1614","30.00","3. Binnenwerk boorput
Ontwatering, test pompen"
"43447","1614","1000.00","3. Binnenwerk boorput
Betonnen ringen
Vullen harde kern
Grind verpakking
Kleizegel"
"43448","1614","400.00","2. Boorput graven
Graven van open gat, ongeveer 24 meter diep (80 feet)"
"43449","1614","200.00","1. Voorbereiding, grond egaliseren"
"44760","1633","65.00","Administration"
"44761","1633","1285.00","Procurement of 150 fruit trees for each of the 5 schools"
"44785","1607","2500.00","1 unit of 1/2 Acre of land at EUR 2500"
"44786","1607","125.00","Administration costs"
"44804","1534","175.00","materialenkosten lesmateriaal"
"43618","1638","2700.00","Establishment of 9 orchards and greening of 9 Schools"
"43619","1638","1500.00","Drilling of 3 wells and construction of 3 drinking spots"
"43620","1638","900.00","Educational supplies"
"43621","1638","450.00","Hygiene and sanitation supplies"
"43622","1638","300.00","Transportation"
"43623","1638","300.00","Documentation and communication"
"41477","1182","810.00","Cementblokken 960 stuks 6 inch voor 
€ 241,86
Golfplaten 10 voor € 424,67
Nokgolfplaten10 voor € 36,47
Kokosnotenbalken opp. 270 ft,  2 by 4 inch voor € 107,-"
"41478","1182","600.00","Arbeidskosten 800 uur werk, arbeidsloon per werkdag van 8 uur € 6,-"
"43624","1638","200.00","Others"
"44805","1534","1200.00","Training fees (96 uur training & ontwikkeling materiaal & voorbereiding)"
"44806","1534","125.00","Monitoring en reporting"
"44832","1686","2000.00","Bicycles (20 x 100 EUR)"
"44833","1686","325.00","Mosquito nets (50 x 6.5 EUR)"
"44834","1686","900.00","Scholastic Materials pack (30 x 30)"
"43738","1273","350.00","Education and learning material for 70 children"
"43739","1273","2333.00","Nutrition meal for 70 children 
for one year"
"43740","1273","1523.00","2 Teachers remunerations for 12 months"
"43741","1273","500.00","2 sets of School uniforms to purchase for 70 children."
"43774","989","1550.00","Materials such as tables, chairs, shelves and other materials etc"
"43775","989","1500.00","Training for women and yout in:
financial literacy, administration, marketing etc"
"43776","989","1200.00","Materials such different clothes, equipments needed for training of sewing and carpentry training materials"
"43777","989","750.00","Rental, electricity, telephone, postal and travel costs"
"44849","1628","100.00","1 large fridge at 100 euro"
"44850","1628","120.00","Electricity contract 10 per month x 12 months"
"44851","1628","200.00","1x generator (power cuts are business as usual in ghana)"
"33355","203","300.00","FLEXIBEL MATERIAAL	
25 k Paraffine argentijns	 € 60
15 k Paraffine vet	 € 60
2 k Stearine	                      € 20
1 k Paraffine microkristal	 € 20
Attributen (gedroogd fruit, 
kokosnoot, zand, etc)	 € 60
Wisselende kaarsvormen	 € 40
Schoonmaakm"
"33356","203","1510.00","INRICHTING WORKSHOP	
Verbouw	                   €  500
Fornuis	                   €   50
Gas	                   €   20
Pannen 	                   €   70
Vormen	                   €   70
Meetgerei + Messen + Lonten €   35
Werktafel + Werkbladen     "
"33357","203","1400.00","EDUCATIE + BEGELEIDING 	
Training aan de groepsleiders € 400
Begeleiding	                          € 1000
SUBTOTAAL	                          € 1400"
"33358","203","700.00","ALGEMENE PROJECTKOSTEN	
Projectadministratie	€ 200
Projectcoördinatie	€ 200
Onvoorzien	                     € 300
SUBTOTAAL	                     € 700"
"42691","1289","250.00","schoolmaterialen voor de nieuwe school in Oeganda. Wij willen daar nieuwe schoolborden neerzetten en schoolspullen o.a. stoelen tafels etc."
"37585","549","1650.00","4. training docenten (incl. verblijf en materialen) in  1workshops van  2 dagen 55 € x 30 docenten: € 1650,-"
"37586","549","1200.00","3. begeleiding van docenten door coaches op 15 scholen (transport, verblijf, dagvergoeding) 80 € x 15 scholen"
"37587","549","900.00","2. training materiaal (manuals) voor leerlingen en docenten : 60 € x 15 scholen"
"37588","549","1200.00","1. metalen kist met schrijf -en tekenmaterialen om nieuwsbrieven te maken, 3 keer per jaar voor ongeveer 60 tot 90 leerlingen op 15 scholen. 80 € x 15 scholen"
"33382","1337","4700.00","6 studieboeken per kind x 150 kinderen"
"33383","1337","3970.00","4 lesboeken per kind x 150 kinderen"
"33384","1337","2992.00","4 oefenboeken per kind x 150 kinderen"
"33385","1337","1200.00","schriften,pennen/potloden/linealen e.d."
"33386","1337","700.00","koersverschil Chinese Yuan/Euro"
"41479","1256","140.00","Agricultural land          50000 Rs.
Out of this, locals have contributed 40000 Rs.

Total   10000 Rs"
"33559","1149","600.00","workers (mostly maasai men from area) for digging trenches"
"35894","1433","23500.00","Voor het gehele project hebben we ongeveer 23500 Nodig."
"37332","1248","110.00","cementen vloer storten"
"37333","1248","195.00","houten wanden optrekken"
"41480","1256","280.00","Making of cookies 

100 kg Flour @ 100 Rs.    10000 Rs.
20 kg Salt @ 15 Rs          300 Rs.
2 Kg Chili powder @ 200     400 Rs.
50 kg oil @ 90 Rs          4500 Rs.
20 kg Sugar @ 70 Rs.       1400 Rs.
20 kg Jagri @ 70 Rs.       1400 Rs.
5 kg Cutter"
"33429","1339","500.00","10 x 50"
"33450","1258","1000.00","Goods"
"33451","1258","1000.00","Services"
"33452","1258","2000.00","Community meals"
"33453","1258","500.00","Grant management"
"33454","1258","500.00","Project management"
"35641","843","240.00","1. Purchase of essential drugs and supplies"
"35642","843","100.00","2. Development and printing of IEC materials"
"35643","843","100.00","3.Community education sessions"
"38685","805","7000.00","aanschaf"
"33459","1310","1300.00","Digging a bore hole"
"33460","1310","400.00","Fencing"
"33461","1310","1000.00","Diesel motor pump"
"33462","1310","900.00","Acquiring water saving irrigation"
"33463","1310","350.00","Other gardening tools"
"33464","1310","500.00","Project management"
"33465","1310","500.00","Grant management"
"38686","805","500.00","Verzekering 2 jaar"
"38687","805","500.00","onderhoud 2 jaar"
"43103","1620","750.00","Training for caregivers"
"43104","1620","1000.00","Buy appropriate resource materials"
"43105","1620","500.00","Print A4 labels and A3 poster"
"43106","1620","2200.00","Select and buy appropriate books"
"43107","1620","50.00","Buy keys and locks for where books will be served"
"43108","1620","500.00","Order steel trunk for transporting books"
"41765","1494","750.00","materieel: tuingereedschap, bakjes, zaden, kweekplantjes, tijdelijk kippengaas tbv afscheiding tegen dieren"
"41766","1494","500.00","transport (2man) tbv begeleiding / toezicht eerste 3 jaar"
"41767","1494","1250.00","aanleg schooltuin hulp van kinderen (groente- en energiegewas)"
"41768","1494","500.00","(foto/video-) rapportages en evaluaties eerste 3 jaar"
"33490","1340","455.00","Offline marketing posters 1,000 units x 50 = Kshs. 50,000 (Eur 455.00)"
"33491","1340","3180.00","Prints 500 copies x 10 editions x 70 = Kshs 350,000 (Eur 	3,180.00)"
"33492","1340","910.00","Distribution 
This involves getting the magazines from the printers and getting them to the retailers.
 10 Editions x 10,000 = 100,000 (Eur 910.00)"
"33493","1340","450.00","Operation Costs
These are costs of development of the magazine templates, and costs of engaging our primary distributors and advertisers.
 49, 405.00 (Eur 450.00)"
"41769","1494","750.00","lokale begeleiding en toezicht (2man) eerste 3 jaar"
"33503","660","250.00","Spelmateriaal, zoals muziekinstrumenten"
"33504","660","600.00","Verven binnen en buiten"
"33505","660","60.00","Kussens (12 x 5)"
"33506","660","90.00","Kledingkasten (6 x 15)"
"33507","660","360.00","Matrassen (12 x 30)"
"33508","660","60.00","Klamboes (12 x 5)"
"33509","660","840.00","Bedden (12 x 70)"
"33510","660","800.00","Gasfornuizen incl. ovens (2 x 400)"
"33511","660","800.00","Koelkasten (2 x 400)"
"33512","660","200.00","Boiler (1 x 200)"
"43346","1624","300.00","Transport for school visits for monitoring and awareness raising about vulnerable children"
"43347","1624","2400.00","Payment of school fees to 100 children"
"43348","1624","600.00","School books to 100 children"
"41481","1256","280.00","Pickles making programme 

20 kg vegetables @500/kg  10000 Rs.
20 kg salt @ 15 Rs.        300 Rs. 
10 kg Red Chili powder    2000 Rs.
13 kg oil @ 90 Rs.        2700 Rs.
15 kg Red gram @100 Rs    1500 Rs.
7 kg Garlic @ 200 Rs.     1400 Rs.
5 kg men"
"41482","1256","280.00","Candle making programme

50 Packets wax @ 200 Rs. 10000 Rs.
80 Thread Rolls @ 50 Rs.  4000 Rs.
4 Models @ 1000 Rs.       4000 Rs.
5 Knife @ 100 Rs.          500 Rs.
7 Packing material @100    700 Rs.
32 kg cooking gas @400 Rs. 800 Rs.

Total     "
"41576","956","1350.00","Plot of land UGX 5,000,000"
"41577","956","1000.00","Mill    UGX 3,700,000"
"41578","956","1100.00","Extension of electricity into structure UGX 4,000,000"
"41579","956","250.00","Labour for all work UGX 750,000"
"41580","956","300.00","Initial capital to purchase grains UGX 1,100,000"
"41581","956","1000.00","Motor and huller UGX 3,700,000"
"33555","1149","165.00","administration costs"
"33556","1149","300.00","technical contractor, the 'fundi' for labour, materials, and execution of the works."
"33557","1149","2000.00","Contract with local Goverment  and Army,  with garuantee of water use for a low fixed price per month on the name of Tuseme Children Empowerment"
"33558","1149","600.00","Materials (pipes, coprin, connectors, white tubes, inlet pipeline, iron mend piper, etc)"
"37334","1248","65.00","golfplaten dak aanbrengen"
"37335","1248","65.00","electra aanbrengen"
"37336","1248","380.00","arbeidsloon"
"37337","1248","180.00","drie grote bedden"
"37338","1248","210.00","matrassen voor zeven bedden"
"37339","1248","135.00","dekens"
"37340","1248","50.00","kussens"
"37341","1248","455.00","zeven klerenkasten met laatjes"
"37342","1248","120.00","luiken/gordijnen"
"37343","1248","30.00","verfspullen"
"37344","1248","20.00","spiegels"
"37345","1248","40.00","wasmanden"
"37346","1248","45.00","nachthemden"
"37347","1248","40.00","matten"
"37348","1248","107.00","projectkosten"
"41121","1569","100.00","Others"
"41122","1569","200.00","Administration cost"
"41123","1569","1200.00","Teachers fee"
"41124","1569","150.00","Buying material of teachers"
"41125","1569","600.00","Making tables"
"41126","1569","100.00","Buying white boards"
"41127","1569","1500.00","Printing books that have 5 Core Elements"
"43349","1624","500.00","School shoes to 100 children"
"43350","1624","1200.00","School Uniforms to 100 children"
"44390","972","2080.00","Water harvesting
-Procure 1x10, 000 litre water tanks for rain water harvesting for target school @ 600 x1 = 600
-Procure 100 x 15 fts fisual boards for electing gutters @ 0.45 Euros =100 x 15 x 0.45 =675
-Procure 100 pieces medium size water harvestin"
"41483","1256","280.00","Basket Making

20 Rolls wire @ 600 Rs.  12000 Rs.
100 Handles @ 50 Rs       5000 Rs.
400 Staples/Stands @50Rs. 2000 Rs.
4 Scissors @ 200 Rs.       800 Rs.
2 Hammer @ 100 Rs.         200 Rs.

Total                    20000 Rs.
                    "
"41484","1256","631.00","Tailoring

1 Sewing machine         7000 Rs. 
30 Tape @ 10Rs            300 Rs.
30 Scale @ 50Rs          1500 Rs.
6  Scissors @ 200Rs      1200 Rs.
100 Markers @10 Rs       1000 Rs.
200 Cutting cloth @50  10,000 Rs. 
2 Cutting bench @600 Rs  1200 "
"41485","1256","561.00","Agricultural programme

Cultivation of banana, white and red maize, turmeric and other vegetables

-Seeds                  10000 Rs.
-Fertilizers            10000 Rs. 
-Other chemicals         8000 Rs. 
-Water (300/month)       3600 Rs. 
-Electric"
"41486","1256","2523.00","3 Instructors (5000 Rs/ month) for 12 months"
"41582","1243","300.00","Equipping the village enterprise (cart service center)"
"41583","1243","300.00","Transport of the push and bicycle carts"
"41584","1243","1500.00","30 Bicycle carts"
"41585","1243","1500.00","30 Push carts"
"42082","1234","515.00","Werkuren"
"42083","1234","200.00","golfplaten"
"42084","1234","555.00","Grind"
"42085","1234","235.00","Natuursteen"
"42086","1234","2655.00","Cement"
"42087","1234","940.00","Bakstenen"
"43625","1352","480.00","Drie trombones, per stuk 160 euro"
"43626","1352","405.00","Drie trompetten, per stuk 135 euro"
"43627","1352","225.00","Microfoons en kabels"
"43628","1352","325.00","Toetsenbord"
"43629","1352","450.00","Drumstel"
"43630","1352","250.00","Electrische gitaar"
"43742","1364","1500.00","Building a website"
"43778","766","184.00","Frames"
"43779","766","590.00","Roofing Sheets   60 pcs  - 9.84430 per 1"
"43780","766","491.00","Stones             2 trips    -246.072  per trip"
"43781","766","421.00","Sand        -        2 trips   -   210.925 per trip"
"43782","766","386.00","Cement -         50Bags - 7.73324 per bag"
"43783","766","924.00","Block"
"43784","766","921.00","Land"
"43785","766","144.00","Iron Rods        - 30 pcs - 4.82820 per 1"
"43786","766","937.00","workmanship / labor"
"34750","952","1170.00","kuiken inkoop 3x100 kuikens (per stuk )"
"34751","952","273.00","234 HOUT voor hok
+ 39 Electriciteitskabel"
"34752","952","257.00","1*257 inentingen/gezondheidsmaatregelen"
"34753","952","468.00","Voedsel, water en bloembollen voorraad"
"34754","952","1243.00","1243 Broiler starter & concentrate"
"34755","952","390.00","3*130"
"34757","952","273.00","3*91 (huur 3 maanden)"
"34758","952","156.00","3*52 (elektriciteit & water rekening 3 maanden)"
"43743","1224","75.00","Vervoer tenten bij aanschaf"
"34759","952","312.00","1*312 (consultancy & trainingen van experts)"
"34761","1372","1150.00","4-pits gasstel € 100,00
Keukenbenodigdheden € 220,00
Koelbox groot € 40,00
Hangmatten en klamboe's € 70,00
Vrijwilligersbox met zakmes, EHBO-kit, basis medicijnen, kluisje,simkaart € 160,00
Gasbom € 25,00
Eettafel en stoelen € 60,00
2 bedden, matra"
"34762","1372","400.00","Transport van materialen"
"36096","1076","1100.00","bouw materialen: bakstenen, zand, cement, golfplaten."
"36097","1076","200.00","arbeidskosten: metselaars, loodgieter"
"34768","963","300.00","1 Computer @ 300"
"34769","963","250.00","1 Electric Guitar @ 250"
"34770","963","400.00","Boom mic and recorder"
"34771","963","400.00","1 Keyboard/Piano set @400"
"34772","963","1.00","Transport and open campaigns"
"36098","1076","400.00","sanitair: 1 jongens toilet, 1 meisjes toilet en 2 externe wasbakken"
"36099","1076","100.00","life skill training: lessen op school.
Posters, zeepjes, pennen, papier etc."
"36242","663","45.00","Classrooms renovations:"
"40721","1536","825.00","Aanschaf materiaal leer/les opleiding taartenmaken + visagie"
"40722","1536","875.00","Inrichting lokaal kasten, tafels, stoelen en borden"
"40723","1536","750.00","Accesoires, naaibenodigdheden"
"40724","1536","490.00","2 naaimachines à €245"
"40725","1536","147.00","5% administratiekosten 1%CLUB"
"43946","1411","4000.00","40 operaties a 100 per operatie. Dit aantal is haalbaar met twee plastisch chirurgen in één week tijd."
"43947","1411","200.00","transactiekosten"
"34796","1354","225.00","Benzine opstart vistrips en netwerken markt"
"34797","1354","200.00","Vismaterialen zoals netten, vishaken en overige materialen"
"34798","1354","950.00","Buitenboordmotor 15 PK 2e hands"
"34818","1075","500.00","TV € 300
DVD € 200"
"34819","1075","250.00","1 schoolbord"
"34820","1075","2750.00","25 bureau's € 800
25 stoelen € 625
6 bureaukasten € 600
3 computertafels € 400
5 aanplakborden € 175
1 wachtbank € 150"
"34821","1075","500.00","Algemene kantoorinrichting
- pennen, papier, nietmachines etc € 150
- watervat, theepot, bekers etc €350"
"34822","1075","500.00","pennen, papier, potloden, krijt, linialen, kleurpotloden € 250
10 atlassen € 20
20 oefenboeken € 100
20 lesboeken € 120
3 posterlandkaarten € 10"
"34823","1075","500.00","Sportartikelen
10 leren voetballen € 200
2 voetbaldoelen € 300"
"44532","1385","1250.00","Het plaatsen van deze pompen (a 625 Euro)"
"44533","1385","3750.00","De aanschaf van 2 pompen (a 1875 Euro)"
"43809","907","3600.00","Aankoop van 1200 kippen x € 3"
"44216","1497","500.00","Leermiddelen (o.a. sportschoenen voor wandel/survival tocht Tafelberg)"
"44217","1497","500.00","Vervoer in die periode"
"44218","1497","4000.00","verblijfskosten 20 jongeren/team  vijf dagen in YMCA (huisvesting en catering)"
"39320","1511","525.00","Timber for Frame (105x5)"
"39321","1511","350.00","Timber for Walls (70x5)"
"39322","1511","10.00","Screw box's (20x0.50)"
"39323","1511","20.00","White board (2x10)"
"39324","1511","40.00","Teacher desk (2x20)"
"39325","1511","420.00","School desk (30x14)"
"34846","1357","3133.00","Salaris 3 leraren * 7 maanden + Dashain allowance = 14.524 Nepalese roepies"
"39326","1511","200.00","Pillars/Beam (20x10)"
"39327","1511","44.00","Sand per 3 tons (4x11)"
"39328","1511","56.00","Stone per 3 tons (4x14)"
"39329","1511","120.00","Cement bags (40x3)"
"39330","1511","220.00","Soil (20x11)"
"39331","1511","25.00","Saw (1x25)"
"39332","1511","25.00","Drill (1x25)"
"39333","1511","400.00","Trainers (2x200)"
"39334","1511","100.00","Others"
"44391","972","2890.00","Sanitation blocks construction
-Digging and excavation of 16 deep drop pit latrines at each of the target school @ 400 Euros = 400
-Procure 4 Lorries of building stones for latrines construction @ 100 Euros =4 x 100 = 400
-Procure 3 Lorries of building"
"44392","972","1300.00","Capacity building
- Printing 3,000 copies of health and hygiene education materials for children @ 300 Euros
-Organizing 5 days hand wash training, participatory appraisal in health and hygiene to the school children @ 200 Euros = 200 x 5 = 1,000"
"44393","972","1050.00","Project Administration
-To procure stationery for the project @ 150 Euros
-Transport and communication to the project sites @ 500 Euros 
-Costs for printing and photocopy @ 100 Euros
-Costs for monitoring, evaluation and reporting @ 300 Euros"
"44624","1659","777.00","Contribution to field staff stipend"
"44625","1659","389.00","Travel for the group"
"44626","1659","155.00","Office expenses for the group"
"44627","1659","777.00","Travel - training, monitoring and evaluation"
"44628","1659","389.00","Technical services - vets"
"44629","1659","93.00","1 day Nutrition Education"
"44630","1659","187.00","2 days vegetable gardens"
"44631","1659","187.00","2 days ARCW Cornerstones Model Training"
"41364","1516","950.00","Motor"
"41491","687","1000.00","On-site visit to prepare (scheduled for June 2011)"
"41492","687","2500.00","Building 1 dam"
"41493","687","5000.00","Digging 1 well"
"44632","1659","373.00","4 days training shelter construction and goat management"
"44633","1659","777.00","Agricultural supplies including supplementary feed and animal medicine kits"
"44634","1659","583.00","Materials for 25 goat shelters @ R300 each"
"34891","1230","1500.00","30 bicycles x Euro 50"
"44635","1659","350.00","3 X billy goats @ R1 500 each"
"44636","1659","4275.00","50 X dairy goats @ R1 100 each"
"43744","1224","1300.00","Aanschaf 160 stoelen en 4 tafels"
"43745","1224","600.00","Aanschaf 4 tenten (150 ps)"
"43746","1224","25.00","Lokale monitoring en evaluatie"
"43747","1224","100.00","Transactiekosten"
"43787","1298","1000.00","Technical Infrastructure (Internet Kit, Server, Misc. Electronics)"
"43788","1298","155.00","Non-Technical Infrastructure (Chairs, Misc. Office)"
"43789","1298","675.00","Branding & Outreach (T-shirts, Stickers, Brochures, Interior Signage)"
"43790","1298","200.00","Utility"
"43810","874","525.00","Timber for Frame (105x5)"
"43811","874","350.00","Timber for Walls (70x5)"
"43812","874","10.00","Screw box's (20x0.50)"
"35898","1284","225.00","Generator"
"34945","1335","1340.00","Civil engineer

Labour to supervise and monitor the farm from agric technician"
"34946","1335","1300.00","Seedlings of maize beans, cabbage, tomatoes, cocoyam,potatoes,for planting 
Chemicals (insecticide,pesticide and fertilizers)"
"34947","1335","800.00","Farming tools for cultivation: cutlass, rakes, diggers, hoes, trucks and bags"
"34948","1335","600.00","Cement
30 bags- EUR 20 each"
"34949","1335","300.00","Sand and gravels
3 trucks -EUR 100 each"
"34950","1335","200.00","Nails and planks"
"34951","1335","400.00","Paint
5 buckets- EUR 80 each"
"34955","1387","3000.00","Blocks, nails, zinc,alluminium, bulbs, cables,"
"36250","1238","280.00","20 Dekens (14 euro / 300 ETB per stuk)"
"36251","1238","100.00","20 Kussens (5 euro / 100 ETB per stuk)"
"36252","1238","270.00","43 Lakens (7 euro / 150 ETB per stuk)"
"34968","1378","15000.00","Design staff"
"34969","1378","2000.00","Transport of staff"
"34970","1378","9000.00","Local staff (2 members)"
"37212","1073","600.00","- Staying fee and food for 20 poor farmers"
"37213","1073","500.00","- Trainers fee"
"37214","1073","250.00","- Traveling cost of 20 poor farmers and trainers"
"37215","1073","500.00","- Wood and equipment of beekeeping"
"37216","1073","500.00","- One camera"
"37217","1073","200.00","- Books, pens and document"
"34992","1082","2.00","1 handvat + steel voor schop x 2,14"
"34993","1082","12.00","2 schoppen x 6,23"
"34994","1082","2.00","1 zaagschijf x 2,57"
"34995","1082","38.00","10 buizen 4´´ x 3,81"
"34996","1082","136.00","5 lassen draadspoel x 27,24"
"34997","1082","39.00","20 huur houten bekisting x 1,95"
"34998","1082","875.00","25 ijzeren staven 12-8 mm x 35,02"
"34999","1082","583.00","5 trucks stenen x 116,74"
"35000","1082","480.00","6 trucks zand x 80,16"
"35001","1082","480.00","6 trucks grind x 80,16"
"35002","1082","1028.00","200 zakken cement x 5,14"
"35060","1098","18.00","Boy's & girl's Dorm: 1 Book shelf (big) @ $18.00"
"35061","1098","15.00","Girl's dorm: 1 fan @ $15.00"
"35062","1098","97.00","Girl's dorm: 1 bunk bed (2 beds) @ $97.00"
"35063","1098","12.00","Other: Board not for office Meeting $12.00"
"35064","1098","710.00","Training: LCD Projector (for trainings) $710.00"
"35065","1098","90.00","ACE Office: Printer/Scanner/Copy machine  Canon MP 276 $90.00"
"35066","1098","32.00","Other: Big Rice Cooker $32.00"
"35067","1098","25.00","Other: Big Soup Cooker $25.00"
"35068","1098","12.00","Training: Wall Clock (Library) $12.00"
"35069","1098","800.00","Boy's & girl's Dorm: 2 Desktop Computer @ $400.00 = $800.00"
"35070","1098","900.00","Buy a Tuk Tuk for transportation to project sites $900.00"
"35071","1098","125.00","Training: White Board Study (Can Move) $125.00"
"35072","1098","65.00","ACE Office: Information Board (Can Move) $65.00"
"35073","1098","60.00","ACE Office: Black Wood Cabinet $60.00"
"35074","1098","130.00","ACE Office: Filling Cabinet (Iron) $130.00"
"35075","1098","180.00","ACE Office: Round table & Five Chairs (for guest visit) $180.00"
"35076","1098","130.00","ACE Office: Office Desk & One Chair $130.00"
"35077","1098","30.00","Boy's & girl's Dorm: 6 matras cases @ $5.00 = $30.00"
"35078","1098","76.00","Boy's & girl's Dorm: 4 matrasses @ $19.00 = $76.00"
"35079","1098","90.00","Boy's & girl's Dorm: 9 chairs @ $10.00 = $90.00"
"35080","1098","52.00","Boy's & girl's Dorm: 4 Book shelfs (small) @ $13.00 = $52.00"
"35081","1098","125.00","Boy's & girl's Dorm: 5 study desks @ 25.00 = $125.00"
"35082","1098","60.00","Boy's & girl's Dorm: 5 wardrobes @ $12.00 = $60.00"
"35083","1098","30.00","Boy's & girl's Dorm: 12 case for dirty clothes @ $2.50 = $30.00"
"41655","1482","1950.00","Zand & cement"
"41656","1482","320.00","Bakstenen"
"42697","1495","5000.00","BCFS water filtration system"
"43813","874","30.00","White board (3x10)"
"40845","1452","200.00","Stoelen, tafels en verdere inrichting Skill Centre"
"35899","742","1575.00","100 Schooluniformen €15,75-"
"35900","742","152.00","5 Schoolborden, €30,50"
"35901","742","2500.00","100 Schoolboeken en schoolmaterialen (pennen, potloden, schriften) €25,- per kind."
"35902","742","400.00","8 Kappersstoelen 50"
"40846","1452","200.00","Kralen, stoffen, garen, spelden voor naaiatelier"
"36253","1443","25000.00","100 Rural Spark energy kits (version 1). One kit costs approximately €250,-"
